timestamp,gender,age,country,highest level of edu,profession,comorbid,infected,closest covid case,primary source of news ,preferred sm platform,sm activity,covid19 stats,preferred healthcare sys,belief in vaccination,predicted end
05-08-2020 10:33,Female,49,India,Professional degree,Currently not working,Yes,No,Do not personally know anyone who has been infected,Television,Whatsapp,5,I check every day,Allopathy,3,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 10:36,Male,60,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,News apps/ Internet,Whatsapp,1,I don't pay attention to numbers,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 10:37,Female,60,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Television,Whatsapp,3,I check every day,Allopathy,3,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 10:39,Female,41,India,Professional degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Newspaper,Other,4,I check once a while (weekly/bi-weekly),Home Remedies,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 10:40,Male,38,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check once a while (weekly/bi-weekly),Ayurveda,3,The virus will mutate and become mild or harmless in the next few months
05-08-2020 10:41,Female,62,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Television,Whatsapp,2,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 10:46,Male,61,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Television,Facebook,2,I check every day,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 10:49,Male,52,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,3,I don't pay attention to numbers,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 10:56,Male,69,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,Television,Whatsapp,3,I check once a while (weekly/bi-weekly),Allopathy,2,The virus will mutate and become mild or harmless in the next few months
05-08-2020 10:58,Female,44,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,2,I check every day,Allopathy,3,The virus will mutate and become mild or harmless in the next few months
05-08-2020 11:00,Male,61,India,Bachelor’s degree,Non-healthcare related profession,No,No,Colleague,Social Media,Other,3,I check every day,Allopathy,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 11:00,Male,61,India,Bachelor’s degree,Non-healthcare related profession,No,No,Colleague,Social Media,Other,3,I check every day,Allopathy,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 11:07,Female,38,India,Master’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,5,I check once every few days,Ayurveda,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 11:09,Female,55,India,Bachelor’s degree,Currently not working,Yes,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,5,I am keeping track of real time Covid-19 data,Home Remedies,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 11:10,Male,30,India,Bachelor’s degree,Non-healthcare related profession,No,No,Family member residing in the same household,Newspaper,Whatsapp,3,I am keeping track of real time Covid-19 data,Home Remedies,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 11:12,Male,28,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Social Media,Whatsapp,2,I check once a while (weekly/bi-weekly),Home Remedies,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 11:14,Female,62,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,News apps/ Internet,Whatsapp,3,I check every day,Homeopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 11:16,Female,34,India,Master’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Other,4,I check every day,Home Remedies,3,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 11:20,Male,40,India,Professional degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",No,No,Colleague,News apps/ Internet,Whatsapp,2,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 11:20,Male,39,India,Bachelor’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,5,I check once a while (weekly/bi-weekly),Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 11:21,Male,41,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Social Media,Twitter,3,I don't pay attention to numbers,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 11:26,Female,53,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,News apps/ Internet,Other,3,I am keeping track of real time Covid-19 data,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 11:31,Female,65,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,4,I check once every few days,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 11:31,Male,43,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,3,I check once every few days,Home Remedies,4,An effective vaccine will be widely available within 4-6 months
05-08-2020 11:33,Male,49,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Newspaper,Whatsapp,4,I check once a while (weekly/bi-weekly),Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 11:35,Male,65,India,Bachelor’s degree,Currently not working,Yes,No,Family member but different household,Television,Whatsapp,3,I don't pay attention to numbers,Allopathy,3,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 11:36,Female,44,India,Bachelor’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,3,I check once every few days,Home Remedies,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 11:37,Female,60,Outside India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,5,I check every day,Allopathy,3,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 11:59,Female,35,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Whatsapp,3,I check once every few days,Home Remedies,3,The virus will mutate and become mild or harmless in the next few months
05-08-2020 12:10,Male,34,India,Professional degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",No,No,Family member but different household,Television,Whatsapp,4,I check every day,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 12:14,Female,30,India,Master’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,5,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 12:20,Female,43,Outside India,Professional degree,Currently not working,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I check every day,Allopathy,3,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
05-08-2020 12:21,Male,50,India,Professional degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Other,1,I check once a while (weekly/bi-weekly),Allopathy,5,The virus will mutate and become mild or harmless in the next few months
05-08-2020 12:31,Female,45,Outside India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,News apps/ Internet,Whatsapp,4,I check once a while (weekly/bi-weekly),Homeopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 12:34,Female,43,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Whatsapp,3,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 12:38,Male,48,India,Professional degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,4,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
05-08-2020 12:39,Female,41,India,Master’s degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,Social Media,Whatsapp,3,I check once every few days,Home Remedies,3,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
05-08-2020 12:48,Male,25,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Social Media,Whatsapp,5,I don't pay attention to numbers,Ayurveda,5,The virus will mutate and become mild or harmless in the next few months
05-08-2020 12:48,Female,45,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,Television,Whatsapp,3,I check every day,Allopathy,4,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
05-08-2020 12:51,Female,37,India,Bachelor’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,3,I check every day,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
